m,mean_m,T,interaction_type
1,0.005149999999999998,6.161616161616162,ferro
2,0.005875,6.161616161616162,ferro
3,0.011775,6.161616161616162,ferro
1,0.008025000000000001,6.262626262626262,ferro
2,0.013325,6.262626262626262,ferro
3,0.011899999999999999,6.262626262626262,ferro
1,0.004699999999999999,6.363636363636363,ferro
2,0.008775000000000002,6.363636363636363,ferro
3,0.008624999999999999,6.363636363636363,ferro
1,0.00555,6.4646464646464645,ferro
2,0.007225000000000002,6.4646464646464645,ferro
3,0.0068000000000000005,6.4646464646464645,ferro
1,0.008175000000000002,6.565656565656566,ferro
2,0.015499999999999998,6.565656565656566,ferro
3,0.007825000000000002,6.565656565656566,ferro
1,0.008375,6.666666666666667,ferro
2,0.013600000000000001,6.666666666666667,ferro
3,0.0139,6.666666666666667,ferro
1,0.011699999999999999,6.767676767676767,ferro
2,0.009,6.767676767676767,ferro
3,0.008350000000000002,6.767676767676767,ferro
1,0.003875,6.8686868686868685,ferro
2,0.009250000000000001,6.8686868686868685,ferro
3,0.007775000000000001,6.8686868686868685,ferro
1,0.00445,6.96969696969697,ferro
2,0.0118,6.96969696969697,ferro
3,0.009225,6.96969696969697,ferro
1,0.00465,7.070707070707071,ferro
2,0.009425,7.070707070707071,ferro
3,0.011450000000000002,7.070707070707071,ferro
1,0.006925000000000001,7.171717171717171,ferro
2,0.009975000000000001,7.171717171717171,ferro
3,0.010750000000000003,7.171717171717171,ferro
1,0.0056500000000000005,7.2727272727272725,ferro
2,0.006874999999999999,7.2727272727272725,ferro
3,0.008599999999999998,7.2727272727272725,ferro
1,0.0032750000000000006,7.373737373737374,ferro
2,0.019200000000000002,7.373737373737374,ferro
3,0.011300000000000001,7.373737373737374,ferro
1,0.004249999999999999,7.474747474747475,ferro
2,0.00405,7.474747474747475,ferro
3,0.014899999999999998,7.474747474747475,ferro
1,0.00905,7.575757575757575,ferro
2,0.0067750000000000015,7.575757575757575,ferro
3,0.010450000000000001,7.575757575757575,ferro
1,0.008475,7.6767676767676765,ferro
2,0.009250000000000001,7.6767676767676765,ferro
3,0.00745,7.6767676767676765,ferro
1,0.004025,7.777777777777778,ferro
2,0.010249999999999999,7.777777777777778,ferro
3,0.009874999999999998,7.777777777777778,ferro
1,0.009874999999999998,7.878787878787879,ferro
2,0.011025000000000004,7.878787878787879,ferro
3,0.008724999999999998,7.878787878787879,ferro
1,0.008375,7.979797979797979,ferro
2,0.0102,7.979797979797979,ferro
3,0.015425,7.979797979797979,ferro
1,0.009525000000000002,8.080808080808081,ferro
2,0.009250000000000001,8.080808080808081,ferro
3,0.007974999999999998,8.080808080808081,ferro
1,0.005,8.181818181818182,ferro
2,0.004874999999999999,8.181818181818182,ferro
3,0.005275,8.181818181818182,ferro
1,0.0039250000000000005,8.282828282828282,ferro
2,0.007125000000000001,8.282828282828282,ferro
3,0.011625000000000003,8.282828282828282,ferro
1,0.004775,8.383838383838384,ferro
2,0.009125000000000001,8.383838383838384,ferro
3,0.009325000000000002,8.383838383838384,ferro
1,0.007550000000000001,8.484848484848484,ferro
2,0.006324999999999999,8.484848484848484,ferro
3,0.012050000000000002,8.484848484848484,ferro
1,0.009150000000000002,8.585858585858587,ferro
2,0.0098,8.585858585858587,ferro
3,0.007949999999999999,8.585858585858587,ferro
1,0.00385,8.686868686868687,ferro
2,0.00875,8.686868686868687,ferro
3,0.008625,8.686868686868687,ferro
1,0.006050000000000001,8.787878787878787,ferro
2,0.003875000000000002,8.787878787878787,ferro
3,0.0161,8.787878787878787,ferro
1,0.007675000000000001,8.88888888888889,ferro
2,0.002375,8.88888888888889,ferro
3,0.010950000000000001,8.88888888888889,ferro
1,0.00585,8.98989898989899,ferro
2,0.009000000000000001,8.98989898989899,ferro
3,0.00235,8.98989898989899,ferro
1,0.00485,9.09090909090909,ferro
2,0.004000000000000002,9.09090909090909,ferro
3,0.008199999999999999,9.09090909090909,ferro
1,0.0034,9.191919191919192,ferro
2,0.010750000000000003,9.191919191919192,ferro
3,0.00915,9.191919191919192,ferro
1,0.012800000000000002,9.292929292929292,ferro
2,0.009875,9.292929292929292,ferro
3,0.007225,9.292929292929292,ferro
1,0.0036500000000000005,9.393939393939394,ferro
2,0.004824999999999999,9.393939393939394,ferro
3,0.0066,9.393939393939394,ferro
1,0.009649999999999999,9.494949494949495,ferro
2,0.011475000000000003,9.494949494949495,ferro
3,0.008725,9.494949494949495,ferro
1,0.003250000000000001,9.595959595959595,ferro
2,0.004275000000000001,9.595959595959595,ferro
3,0.004725,9.595959595959595,ferro
1,0.007075,9.696969696969697,ferro
2,0.006200000000000001,9.696969696969697,ferro
3,0.009974999999999998,9.696969696969697,ferro
1,0.0054,9.797979797979798,ferro
2,0.005774999999999999,9.797979797979798,ferro
3,0.009725000000000001,9.797979797979798,ferro
1,0.00875,9.8989898989899,ferro
2,0.006475,9.8989898989899,ferro
3,0.004200000000000001,9.8989898989899,ferro
1,0.00595,10.0,ferro
2,0.005325,10.0,ferro
3,0.008375,10.0,ferro
