p,mean_m,T,interaction_type
0.3,1.0,0.0,ferro
0.6,1.0,0.0,ferro
0.9,1.0,0.0,ferro
0.3,1.0,1.0101010101010102,ferro
0.6,1.0,1.0101010101010102,ferro
0.9,1.0,1.0101010101010102,ferro
0.3,1.0,2.0202020202020203,ferro
0.6,1.0,2.0202020202020203,ferro
0.9,1.0,2.0202020202020203,ferro
0.3,0.9997250000000001,3.0303030303030303,ferro
0.6,1.0,3.0303030303030303,ferro
0.9,1.0,3.0303030303030303,ferro
0.3,0.9977750000000001,4.040404040404041,ferro
0.6,1.0,4.040404040404041,ferro
0.9,1.0,4.040404040404041,ferro
0.3,0.9920500000000001,5.050505050505051,ferro
0.6,1.0,5.050505050505051,ferro
0.9,1.0,5.050505050505051,ferro
0.3,0.9794750000000001,6.0606060606060606,ferro
0.6,0.9999250000000001,6.0606060606060606,ferro
0.9,1.0,6.0606060606060606,ferro
0.3,0.9604000000000001,7.070707070707071,ferro
0.6,0.9992750000000001,7.070707070707071,ferro
0.9,1.0,7.070707070707071,ferro
0.3,0.9303250000000001,8.080808080808081,ferro
0.6,0.9984,8.080808080808081,ferro
0.9,1.0,8.080808080808081,ferro
0.3,0.8881999999999999,9.090909090909092,ferro
0.6,0.9966750000000001,9.090909090909092,ferro
0.9,0.9998750000000001,9.090909090909092,ferro
0.3,0.8396250000000001,10.101010101010102,ferro
0.6,0.99315,10.101010101010102,ferro
0.9,0.99965,10.101010101010102,ferro
0.3,0.7659,11.111111111111112,ferro
0.6,0.98935,11.111111111111112,ferro
0.9,0.99915,11.111111111111112,ferro
0.3,0.66715,12.121212121212121,ferro
0.6,0.9833250000000001,12.121212121212121,ferro
0.9,0.9982500000000001,12.121212121212121,ferro
0.3,0.35845,13.131313131313131,ferro
0.6,0.9741750000000001,13.131313131313131,ferro
0.9,0.9973500000000001,13.131313131313131,ferro
0.3,0.21399999999999997,14.141414141414142,ferro
0.6,0.964275,14.141414141414142,ferro
0.9,0.9960500000000001,14.141414141414142,ferro
0.3,0.06085,15.151515151515152,ferro
0.6,0.9500500000000001,15.151515151515152,ferro
0.9,0.993975,15.151515151515152,ferro
0.3,0.052775,16.161616161616163,ferro
0.6,0.9336,16.161616161616163,ferro
0.9,0.99085,16.161616161616163,ferro
0.3,0.035625000000000004,17.171717171717173,ferro
0.6,0.919575,17.171717171717173,ferro
0.9,0.9875,17.171717171717173,ferro
0.3,0.029450000000000004,18.181818181818183,ferro
0.6,0.8973,18.181818181818183,ferro
0.9,0.9834750000000001,18.181818181818183,ferro
0.3,0.022824999999999995,19.191919191919194,ferro
0.6,0.8732249999999999,19.191919191919194,ferro
0.9,0.977275,19.191919191919194,ferro
0.3,0.019700000000000002,20.202020202020204,ferro
0.6,0.8482750000000001,20.202020202020204,ferro
0.9,0.97045,20.202020202020204,ferro
0.3,0.024299999999999995,21.212121212121215,ferro
0.6,0.8118750000000001,21.212121212121215,ferro
0.9,0.9636750000000001,21.212121212121215,ferro
0.3,0.017575,22.222222222222225,ferro
0.6,0.7720750000000001,22.222222222222225,ferro
0.9,0.9538,22.222222222222225,ferro
0.3,0.012875000000000001,23.232323232323235,ferro
0.6,0.7197,23.232323232323235,ferro
0.9,0.9466249999999999,23.232323232323235,ferro
0.3,0.02015,24.242424242424242,ferro
0.6,0.44905,24.242424242424242,ferro
0.9,0.9359249999999999,24.242424242424242,ferro
0.3,0.006125,25.252525252525253,ferro
0.6,0.309375,25.252525252525253,ferro
0.9,0.922525,25.252525252525253,ferro
0.3,0.015125,26.262626262626263,ferro
0.6,0.130575,26.262626262626263,ferro
0.9,0.911425,26.262626262626263,ferro
0.3,0.014924999999999999,27.272727272727273,ferro
0.6,0.06505000000000001,27.272727272727273,ferro
0.9,0.8937999999999999,27.272727272727273,ferro
0.3,0.012424999999999999,28.282828282828284,ferro
0.6,0.166575,28.282828282828284,ferro
0.9,0.876025,28.282828282828284,ferro
0.3,0.0073750000000000005,29.292929292929294,ferro
0.6,0.06932500000000001,29.292929292929294,ferro
0.9,0.8549,29.292929292929294,ferro
0.3,0.010474999999999998,30.303030303030305,ferro
0.6,0.036574999999999996,30.303030303030305,ferro
0.9,0.8360749999999999,30.303030303030305,ferro
0.3,0.0077,31.313131313131315,ferro
0.6,0.031474999999999996,31.313131313131315,ferro
0.9,0.814275,31.313131313131315,ferro
0.3,0.011550000000000001,32.323232323232325,ferro
0.6,0.039425,32.323232323232325,ferro
0.9,0.790375,32.323232323232325,ferro
0.3,0.01145,33.333333333333336,ferro
0.6,0.023075000000000002,33.333333333333336,ferro
0.9,0.7481,33.333333333333336,ferro
0.3,0.006275000000000001,34.343434343434346,ferro
0.6,0.026225000000000005,34.343434343434346,ferro
0.9,0.7229749999999999,34.343434343434346,ferro
0.3,0.006000000000000001,35.35353535353536,ferro
0.6,0.029425,35.35353535353536,ferro
0.9,0.6516,35.35353535353536,ferro
0.3,0.0113,36.36363636363637,ferro
0.6,0.017850000000000005,36.36363636363637,ferro
0.9,0.553775,36.36363636363637,ferro
0.3,0.00705,37.37373737373738,ferro
0.6,0.039525000000000005,37.37373737373738,ferro
0.9,0.38275,37.37373737373738,ferro
0.3,0.010924999999999999,38.38383838383839,ferro
0.6,0.0177,38.38383838383839,ferro
0.9,0.10357499999999999,38.38383838383839,ferro
0.3,0.008600000000000002,39.3939393939394,ferro
0.6,0.009975000000000001,39.3939393939394,ferro
0.9,0.24972500000000003,39.3939393939394,ferro
0.3,0.009575,40.40404040404041,ferro
0.6,0.018499999999999996,40.40404040404041,ferro
0.9,0.129675,40.40404040404041,ferro
0.3,0.006149999999999999,41.41414141414142,ferro
0.6,0.018725,41.41414141414142,ferro
0.9,0.14432499999999998,41.41414141414142,ferro
0.3,0.010275000000000001,42.42424242424243,ferro
0.6,0.014725,42.42424242424243,ferro
0.9,0.07845,42.42424242424243,ferro
0.3,0.0116,43.43434343434344,ferro
0.6,0.015099999999999997,43.43434343434344,ferro
0.9,0.03309999999999999,43.43434343434344,ferro
0.3,0.005975,44.44444444444445,ferro
0.6,0.013825,44.44444444444445,ferro
0.9,0.09745000000000001,44.44444444444445,ferro
0.3,0.0071,45.45454545454546,ferro
0.6,0.0125,45.45454545454546,ferro
0.9,0.07322499999999998,45.45454545454546,ferro
0.3,0.011775,46.46464646464647,ferro
0.6,0.017275,46.46464646464647,ferro
0.9,0.03635,46.46464646464647,ferro
0.3,0.0093,47.47474747474748,ferro
0.6,0.013600000000000003,47.47474747474748,ferro
0.9,0.05565,47.47474747474748,ferro
0.3,0.009575,48.484848484848484,ferro
0.6,0.014425,48.484848484848484,ferro
0.9,0.025175000000000003,48.484848484848484,ferro
0.3,0.005625,49.494949494949495,ferro
0.6,0.007675000000000001,49.494949494949495,ferro
0.9,0.03294999999999999,49.494949494949495,ferro
0.3,0.004449999999999999,50.505050505050505,ferro
0.6,0.0097,50.505050505050505,ferro
0.9,0.031724999999999996,50.505050505050505,ferro
0.3,0.005775,51.515151515151516,ferro
0.6,0.0068000000000000005,51.515151515151516,ferro
0.9,0.02665,51.515151515151516,ferro
0.3,0.008975000000000002,52.525252525252526,ferro
0.6,0.0126,52.525252525252526,ferro
0.9,0.035925,52.525252525252526,ferro
0.3,0.008700000000000001,53.535353535353536,ferro
0.6,0.014825000000000001,53.535353535353536,ferro
0.9,0.038900000000000004,53.535353535353536,ferro
0.3,0.007925,54.54545454545455,ferro
0.6,0.0132,54.54545454545455,ferro
0.9,0.0161,54.54545454545455,ferro
0.3,0.004775000000000001,55.55555555555556,ferro
0.6,0.013275,55.55555555555556,ferro
0.9,0.010674999999999999,55.55555555555556,ferro
0.3,0.00725,56.56565656565657,ferro
0.6,0.006925000000000001,56.56565656565657,ferro
0.9,0.026025000000000003,56.56565656565657,ferro
0.3,0.012150000000000001,57.57575757575758,ferro
0.6,0.003049999999999999,57.57575757575758,ferro
0.9,0.009625000000000002,57.57575757575758,ferro
0.3,0.007524999999999999,58.58585858585859,ferro
0.6,0.0144,58.58585858585859,ferro
0.9,0.0163,58.58585858585859,ferro
0.3,0.008025000000000001,59.5959595959596,ferro
0.6,0.0139,59.5959595959596,ferro
0.9,0.02385,59.5959595959596,ferro
0.3,0.010725,60.60606060606061,ferro
0.6,0.013475,60.60606060606061,ferro
0.9,0.0115,60.60606060606061,ferro
