N,mean_m,T,interaction_type
100,0.00635,2.2222222222222223,antiferro
25,0.0068000000000000005,2.323232323232323,antiferro
49,0.006122448979591837,2.323232323232323,antiferro
100,0.00265,2.323232323232323,antiferro
25,0.003999999999999999,2.4242424242424243,antiferro
49,0.003571428571428571,2.4242424242424243,antiferro
100,0.0046500000000000005,2.4242424242424243,antiferro
25,0.0088,2.525252525252525,antiferro
49,0.004591836734693878,2.525252525252525,antiferro
100,0.0028000000000000004,2.525252525252525,antiferro
25,0.007799999999999999,2.6262626262626263,antiferro
49,0.002448979591836734,2.6262626262626263,antiferro
100,0.0028000000000000004,2.6262626262626263,antiferro
25,0.009600000000000001,2.727272727272727,antiferro
49,0.002244897959183674,2.727272727272727,antiferro
100,0.0030499999999999998,2.727272727272727,antiferro
25,0.004,2.8282828282828283,antiferro
49,0.005510204081632652,2.8282828282828283,antiferro
100,0.0013,2.8282828282828283,antiferro
25,0.0076,2.929292929292929,antiferro
49,0.003877551020408163,2.929292929292929,antiferro
100,0.0016999999999999995,2.929292929292929,antiferro
25,0.006200000000000001,3.0303030303030303,antiferro
49,0.005306122448979592,3.0303030303030303,antiferro
100,0.0014000000000000002,3.0303030303030303,antiferro
25,0.006399999999999998,3.131313131313131,antiferro
49,0.0030612244897959186,3.131313131313131,antiferro
100,0.00505,3.131313131313131,antiferro
25,0.009000000000000001,3.2323232323232323,antiferro
49,0.004591836734693877,3.2323232323232323,antiferro
100,0.0023,3.2323232323232323,antiferro
25,0.013000000000000003,3.3333333333333335,antiferro
49,0.008877551020408164,3.3333333333333335,antiferro
100,0.0004500000000000001,3.3333333333333335,antiferro
25,0.006599999999999999,3.4343434343434343,antiferro
49,0.005510204081632653,3.4343434343434343,antiferro
100,0.0007000000000000002,3.4343434343434343,antiferro
25,0.011,3.5353535353535355,antiferro
49,0.006428571428571428,3.5353535353535355,antiferro
100,0.0017999999999999993,3.5353535353535355,antiferro
25,0.0074,3.6363636363636362,antiferro
49,0.0030612244897959186,3.6363636363636362,antiferro
100,0.0026,3.6363636363636362,antiferro
25,0.002599999999999999,3.7373737373737375,antiferro
49,0.002551020408163266,3.7373737373737375,antiferro
100,0.0021000000000000003,3.7373737373737375,antiferro
25,0.010000000000000002,3.8383838383838382,antiferro
49,0.003877551020408162,3.8383838383838382,antiferro
100,0.0007999999999999999,3.8383838383838382,antiferro
25,0.0042000000000000015,3.9393939393939394,antiferro
49,0.005816326530612244,3.9393939393939394,antiferro
100,0.0027999999999999995,3.9393939393939394,antiferro
25,0.01,4.040404040404041,antiferro
49,0.0035714285714285713,4.040404040404041,antiferro
100,0.0019999999999999996,4.040404040404041,antiferro
25,0.0094,4.141414141414141,antiferro
49,0.003877551020408163,4.141414141414141,antiferro
100,0.0009499999999999998,4.141414141414141,antiferro
25,0.0146,4.242424242424242,antiferro
49,0.005408163265306123,4.242424242424242,antiferro
100,0.00055,4.242424242424242,antiferro
25,0.007000000000000002,4.343434343434343,antiferro
49,0.0034693877551020408,4.343434343434343,antiferro
100,0.0023000000000000004,4.343434343434343,antiferro
25,0.0038000000000000004,4.444444444444445,antiferro
49,0.0012244897959183675,4.444444444444445,antiferro
100,0.0009000000000000002,4.444444444444445,antiferro
25,0.0068000000000000005,4.545454545454545,antiferro
49,0.003877551020408163,4.545454545454545,antiferro
100,0.0010500000000000002,4.545454545454545,antiferro
25,0.013999999999999999,4.646464646464646,antiferro
49,0.004285714285714286,4.646464646464646,antiferro
100,0.0013000000000000004,4.646464646464646,antiferro
25,0.004000000000000001,4.747474747474747,antiferro
49,0.0062244897959183665,4.747474747474747,antiferro
100,0.0016500000000000004,4.747474747474747,antiferro
25,0.006000000000000001,4.848484848484849,antiferro
49,0.005306122448979591,4.848484848484849,antiferro
100,0.0023,4.848484848484849,antiferro
25,0.0074,4.94949494949495,antiferro
49,0.002448979591836734,4.94949494949495,antiferro
100,0.0004000000000000001,4.94949494949495,antiferro
25,0.0053999999999999986,5.05050505050505,antiferro
49,0.005918367346938775,5.05050505050505,antiferro
100,0.0011000000000000005,5.05050505050505,antiferro
25,0.0066,5.151515151515151,antiferro
49,0.002551020408163266,5.151515151515151,antiferro
100,0.0016,5.151515151515151,antiferro
25,0.008199999999999999,5.252525252525253,antiferro
49,0.003469387755102042,5.252525252525253,antiferro
100,0.00115,5.252525252525253,antiferro
25,0.005399999999999999,5.353535353535354,antiferro
49,0.0012244897959183682,5.353535353535354,antiferro
100,0.0021000000000000003,5.353535353535354,antiferro
25,0.001600000000000002,5.454545454545454,antiferro
49,0.002857142857142857,5.454545454545454,antiferro
100,0.0029000000000000002,5.454545454545454,antiferro
25,0.003799999999999998,5.555555555555555,antiferro
49,0.002244897959183673,5.555555555555555,antiferro
100,0.00085,5.555555555555555,antiferro
25,0.0028000000000000004,5.656565656565657,antiferro
49,0.0030612244897959195,5.656565656565657,antiferro
100,0.00205,5.656565656565657,antiferro
25,0.008199999999999999,5.757575757575758,antiferro
49,0.0029591836734693877,5.757575757575758,antiferro
100,0.00185,5.757575757575758,antiferro
25,0.006599999999999999,5.858585858585858,antiferro
49,0.006734693877551021,5.858585858585858,antiferro
100,0.0021499999999999996,5.858585858585858,antiferro
25,0.006800000000000001,5.959595959595959,antiferro
49,0.00030612244897959204,5.959595959595959,antiferro
100,0.0015999999999999999,5.959595959595959,antiferro
25,0.002800000000000001,6.0606060606060606,antiferro
49,0.0038775510204081625,6.0606060606060606,antiferro
100,0.0010999999999999998,6.0606060606060606,antiferro
25,0.002599999999999999,6.161616161616162,antiferro
49,0.0037755102040816324,6.161616161616162,antiferro
100,0.00355,6.161616161616162,antiferro
25,0.017200000000000003,6.262626262626262,antiferro
49,0.0029591836734693872,6.262626262626262,antiferro
100,0.0010500000000000004,6.262626262626262,antiferro
25,0.011200000000000002,6.363636363636363,antiferro
49,0.004387755102040817,6.363636363636363,antiferro
100,0.0029,6.363636363636363,antiferro
25,0.0108,6.4646464646464645,antiferro
49,0.002857142857142857,6.4646464646464645,antiferro
100,0.0010000000000000007,6.4646464646464645,antiferro
25,0.0035999999999999995,6.565656565656566,antiferro
49,0.0029591836734693872,6.565656565656566,antiferro
100,0.0017500000000000005,6.565656565656566,antiferro
25,0.0092,6.666666666666667,antiferro
49,0.006326530612244898,6.666666666666667,antiferro
100,0.0015000000000000002,6.666666666666667,antiferro
25,0.0026000000000000007,6.767676767676767,antiferro
49,0.002346938775510204,6.767676767676767,antiferro
100,0.0010500000000000002,6.767676767676767,antiferro
25,0.0058000000000000005,6.8686868686868685,antiferro
49,0.005000000000000001,6.8686868686868685,antiferro
100,0.00115,6.8686868686868685,antiferro
25,0.0088,6.96969696969697,antiferro
49,0.004285714285714285,6.96969696969697,antiferro
100,0.0032500000000000003,6.96969696969697,antiferro
25,0.0062,7.070707070707071,antiferro
49,0.005204081632653063,7.070707070707071,antiferro
100,0.0017499999999999996,7.070707070707071,antiferro
25,0.0053999999999999986,7.171717171717171,antiferro
49,0.003979591836734695,7.171717171717171,antiferro
100,5.000000000000004e-05,7.171717171717171,antiferro
25,0.0064,7.2727272727272725,antiferro
49,0.003979591836734695,7.2727272727272725,antiferro
100,0.0004999999999999999,7.2727272727272725,antiferro
25,0.012000000000000002,7.373737373737374,antiferro
49,0.0030612244897959173,7.373737373737374,antiferro
100,0.0007500000000000001,7.373737373737374,antiferro
25,0.0038,7.474747474747475,antiferro
49,0.00806122448979592,7.474747474747475,antiferro
100,0.00045,7.474747474747475,antiferro
25,0.015600000000000001,7.575757575757575,antiferro
49,0.0035714285714285713,7.575757575757575,antiferro
100,0.0025,7.575757575757575,antiferro
25,0.0012000000000000003,7.6767676767676765,antiferro
49,0.006326530612244898,7.6767676767676765,antiferro
100,0.0018000000000000004,7.6767676767676765,antiferro
25,0.0028000000000000013,7.777777777777778,antiferro
49,0.0010204081632653062,7.777777777777778,antiferro
100,0.00035000000000000016,7.777777777777778,antiferro
25,0.006999999999999998,7.878787878787879,antiferro
49,0.003571428571428572,7.878787878787879,antiferro
100,0.0019,7.878787878787879,antiferro
25,0.0026,7.979797979797979,antiferro
49,0.002959183673469389,7.979797979797979,antiferro
100,0.0016000000000000003,7.979797979797979,antiferro
25,0.017800000000000003,8.080808080808081,antiferro
49,0.0026530612244897948,8.080808080808081,antiferro
100,0.0006,8.080808080808081,antiferro
25,0.004200000000000002,8.181818181818182,antiferro
49,0.00520408163265306,8.181818181818182,antiferro
100,0.0016499999999999998,8.181818181818182,antiferro
25,0.008000000000000002,8.282828282828282,antiferro
49,0.006122448979591837,8.282828282828282,antiferro
100,0.0015,8.282828282828282,antiferro
25,0.0030000000000000014,8.383838383838384,antiferro
49,0.0066326530612244895,8.383838383838384,antiferro
100,0.0007499999999999998,8.383838383838384,antiferro
25,0.0062,8.484848484848484,antiferro
49,0.004285714285714287,8.484848484848484,antiferro
100,0.0027500000000000003,8.484848484848484,antiferro
25,0.005600000000000001,8.585858585858587,antiferro
49,0.00489795918367347,8.585858585858587,antiferro
100,0.0011000000000000003,8.585858585858587,antiferro
25,0.0052,8.686868686868687,antiferro
49,0.0070408163265306125,8.686868686868687,antiferro
100,0.0027,8.686868686868687,antiferro
25,0.0154,8.787878787878787,antiferro
49,0.003469387755102042,8.787878787878787,antiferro
100,0.0010999999999999996,8.787878787878787,antiferro
25,0.0068000000000000005,8.88888888888889,antiferro
49,0.004591836734693878,8.88888888888889,antiferro
100,0.0014000000000000002,8.88888888888889,antiferro
25,0.0021999999999999997,8.98989898989899,antiferro
49,0.0009183673469387755,8.98989898989899,antiferro
100,0.0014000000000000002,8.98989898989899,antiferro
25,0.0052,9.09090909090909,antiferro
49,0.0026530612244897948,9.09090909090909,antiferro
100,0.0012500000000000005,9.09090909090909,antiferro
25,0.0038000000000000004,9.191919191919192,antiferro
49,0.003163265306122449,9.191919191919192,antiferro
100,0.0004999999999999997,9.191919191919192,antiferro
25,0.0014000000000000006,9.292929292929292,antiferro
49,0.0020408163265306116,9.292929292929292,antiferro
100,0.003300000000000001,9.292929292929292,antiferro
25,0.004000000000000003,9.393939393939394,antiferro
49,0.003673469387755102,9.393939393939394,antiferro
100,0.0017000000000000001,9.393939393939394,antiferro
25,0.005400000000000001,9.494949494949495,antiferro
49,0.004285714285714286,9.494949494949495,antiferro
100,0.0016499999999999998,9.494949494949495,antiferro
25,0.0092,9.595959595959595,antiferro
49,0.0058163265306122435,9.595959595959595,antiferro
100,0.0025,9.595959595959595,antiferro
25,0.0042000000000000015,9.696969696969697,antiferro
49,0.003061224489795919,9.696969696969697,antiferro
100,0.0021000000000000003,9.696969696969697,antiferro
25,0.0032000000000000006,9.797979797979798,antiferro
49,0.005816326530612244,9.797979797979798,antiferro
100,0.0008,9.797979797979798,antiferro
25,0.0114,9.8989898989899,antiferro
49,0.0021428571428571425,9.8989898989899,antiferro
100,0.0010000000000000002,9.8989898989899,antiferro
25,0.002,10.0,antiferro
49,0.004081632653061225,10.0,antiferro
100,0.00365,10.0,antiferro
