L,mean_m,T,interaction_type
10,0.003550000000000001,5.555555555555555,antiferro
5,0.027200000000000002,5.656565656565657,antiferro
7,0.0034693877551020403,5.656565656565657,antiferro
10,0.0036999999999999993,5.656565656565657,antiferro
5,0.018000000000000002,5.757575757575758,antiferro
7,0.0009183673469387743,5.757575757575758,antiferro
10,0.0033499999999999997,5.757575757575758,antiferro
5,0.0138,5.858585858585858,antiferro
7,0.002653061224489796,5.858585858585858,antiferro
10,0.0053,5.858585858585858,antiferro
5,0.026600000000000002,5.959595959595959,antiferro
7,0.004285714285714285,5.959595959595959,antiferro
10,0.0036,5.959595959595959,antiferro
5,0.018000000000000002,6.0606060606060606,antiferro
7,0.005816326530612246,6.0606060606060606,antiferro
10,0.0015999999999999994,6.0606060606060606,antiferro
5,0.015000000000000005,6.161616161616162,antiferro
7,0.006428571428571429,6.161616161616162,antiferro
10,0.00265,6.161616161616162,antiferro
5,0.0056000000000000025,6.262626262626262,antiferro
7,0.0019387755102040821,6.262626262626262,antiferro
10,0.0060999999999999995,6.262626262626262,antiferro
5,0.0202,6.363636363636363,antiferro
7,0.0062244897959183665,6.363636363636363,antiferro
10,0.0062,6.363636363636363,antiferro
5,0.0202,6.4646464646464645,antiferro
7,0.006122448979591837,6.4646464646464645,antiferro
10,0.00525,6.4646464646464645,antiferro
5,0.019600000000000003,6.565656565656566,antiferro
7,0.003979591836734693,6.565656565656566,antiferro
10,0.009250000000000001,6.565656565656566,antiferro
5,0.018600000000000002,6.666666666666667,antiferro
7,0.005612244897959183,6.666666666666667,antiferro
10,0.0029000000000000002,6.666666666666667,antiferro
5,0.0136,6.767676767676767,antiferro
7,0.0033673469387755115,6.767676767676767,antiferro
10,0.005600000000000001,6.767676767676767,antiferro
5,0.012199999999999999,6.8686868686868685,antiferro
7,0.005816326530612246,6.8686868686868685,antiferro
10,0.0025000000000000005,6.8686868686868685,antiferro
5,0.0154,6.96969696969697,antiferro
7,0.0005102040816326533,6.96969696969697,antiferro
10,0.0017499999999999994,6.96969696969697,antiferro
5,0.0104,7.070707070707071,antiferro
7,0.008061224489795918,7.070707070707071,antiferro
10,0.003550000000000001,7.070707070707071,antiferro
5,0.02,7.171717171717171,antiferro
7,0.0034693877551020403,7.171717171717171,antiferro
10,0.002149999999999999,7.171717171717171,antiferro
5,0.012199999999999997,7.2727272727272725,antiferro
7,0.0021428571428571404,7.2727272727272725,antiferro
10,0.0030499999999999993,7.2727272727272725,antiferro
5,0.011200000000000002,7.373737373737374,antiferro
7,0.007959183673469386,7.373737373737374,antiferro
10,0.005850000000000001,7.373737373737374,antiferro
5,0.0228,7.474747474747475,antiferro
7,0.007244897959183674,7.474747474747475,antiferro
10,0.0019499999999999997,7.474747474747475,antiferro
5,0.008799999999999999,7.575757575757575,antiferro
7,0.002959183673469389,7.575757575757575,antiferro
10,0.0024500000000000004,7.575757575757575,antiferro
5,0.014599999999999995,7.6767676767676765,antiferro
7,0.0006122448979591852,7.6767676767676765,antiferro
10,0.00655,7.6767676767676765,antiferro
5,0.013199999999999998,7.777777777777778,antiferro
7,0.0063265306122448975,7.777777777777778,antiferro
10,0.0021000000000000007,7.777777777777778,antiferro
5,0.0092,7.878787878787879,antiferro
7,0.005306122448979593,7.878787878787879,antiferro
10,0.0034499999999999986,7.878787878787879,antiferro
5,0.023,7.979797979797979,antiferro
7,0.002448979591836733,7.979797979797979,antiferro
10,0.0049,7.979797979797979,antiferro
5,0.0158,8.080808080808081,antiferro
7,0.009489795918367348,8.080808080808081,antiferro
10,0.0021499999999999996,8.080808080808081,antiferro
5,0.016800000000000002,8.181818181818182,antiferro
7,0.009489795918367348,8.181818181818182,antiferro
10,0.006000000000000001,8.181818181818182,antiferro
5,0.0148,8.282828282828282,antiferro
7,0.009999999999999998,8.282828282828282,antiferro
10,0.0065000000000000014,8.282828282828282,antiferro
5,0.011000000000000001,8.383838383838384,antiferro
7,0.007346938775510204,8.383838383838384,antiferro
10,0.002750000000000001,8.383838383838384,antiferro
5,0.011000000000000001,8.484848484848484,antiferro
7,0.0034693877551020403,8.484848484848484,antiferro
10,0.00935,8.484848484848484,antiferro
5,0.017200000000000003,8.585858585858587,antiferro
7,0.010918367346938775,8.585858585858587,antiferro
10,0.0088,8.585858585858587,antiferro
5,0.016800000000000002,8.686868686868687,antiferro
7,0.00520408163265306,8.686868686868687,antiferro
10,0.0069,8.686868686868687,antiferro
5,0.0202,8.787878787878787,antiferro
7,0.0024489795918367346,8.787878787878787,antiferro
10,0.0013499999999999983,8.787878787878787,antiferro
5,0.016200000000000003,8.88888888888889,antiferro
7,0.008571428571428572,8.88888888888889,antiferro
10,0.002900000000000001,8.88888888888889,antiferro
5,0.016399999999999998,8.98989898989899,antiferro
7,0.005612244897959184,8.98989898989899,antiferro
10,0.0042499999999999994,8.98989898989899,antiferro
5,0.008400000000000001,9.09090909090909,antiferro
7,0.00683673469387755,9.09090909090909,antiferro
10,0.004700000000000001,9.09090909090909,antiferro
5,0.012,9.191919191919192,antiferro
7,0.0037755102040816324,9.191919191919192,antiferro
10,0.005350000000000001,9.191919191919192,antiferro
5,0.0128,9.292929292929292,antiferro
7,0.007959183673469386,9.292929292929292,antiferro
10,0.0078000000000000005,9.292929292929292,antiferro
5,0.0104,9.393939393939394,antiferro
7,0.0004081632653061212,9.393939393939394,antiferro
10,0.006900000000000002,9.393939393939394,antiferro
5,0.0018000000000000032,9.494949494949495,antiferro
7,0.004183673469387755,9.494949494949495,antiferro
10,0.0034,9.494949494949495,antiferro
5,0.014600000000000004,9.595959595959595,antiferro
7,0.005612244897959183,9.595959595959595,antiferro
10,0.0031500000000000013,9.595959595959595,antiferro
5,0.003200000000000001,9.696969696969697,antiferro
7,0.0020408163265306124,9.696969696969697,antiferro
10,0.00825,9.696969696969697,antiferro
5,0.009399999999999999,9.797979797979798,antiferro
7,0.0013265306122448983,9.797979797979798,antiferro
10,0.005349999999999999,9.797979797979798,antiferro
5,0.011599999999999997,9.8989898989899,antiferro
7,0.002448979591836735,9.8989898989899,antiferro
10,0.0015999999999999999,9.8989898989899,antiferro
5,0.0108,10.0,antiferro
7,0.004591836734693877,10.0,antiferro
10,0.00855,10.0,antiferro
