T,mean_magnetization,std_magnetization
0.1,0.8232100000000001,0.32850632931497686
0.1331103678929766,0.5376650000000001,0.43747672040921226
0.1662207357859532,0.9879999999999999,0.02400000000000011
0.19933110367892978,0.99501,0.009980000000000011
0.23244147157190637,0.65716,0.4091287552837126
0.2655518394648829,0.8814400000000001,0.23449095856770255
0.29866220735785953,0.994235,0.011242948901422571
0.33177257525083614,0.999695,0.00019773719933282617
0.36488294314381275,0.9996750000000001,0.0002459674775249543
0.39799331103678937,0.999185,0.00023054283766798899
0.43110367892976587,0.9434049999999999,0.09187464476121802
0.4642140468227425,0.998335,0.0007808008709010889
0.4973244147157191,0.9984999999999999,0.000593295878967626
0.5304347826086957,0.997225,0.00035812009158938036
0.5635451505016723,0.996855,0.0004467661580737951
0.5966555183946488,0.8998900000000001,0.1746308210196585
0.6297658862876254,0.9940200000000001,0.0018824452183264133
0.662876254180602,0.992005,0.002185600603952981
0.6959866220735786,0.9906500000000001,0.002562518292617625
0.7290969899665551,0.989655,0.0012461340216847023
0.7622073578595318,0.98648,0.0023052874007376753
0.7953177257525084,0.9859500000000001,0.004304445376584592
0.828428093645485,0.981325,0.0033593526162045153
0.8615384615384616,0.9815250000000001,0.0030465144017384578
0.8946488294314382,0.9767600000000002,0.00400170588624399
0.9277591973244147,0.9765150000000002,0.0015015491999931258
0.9608695652173913,0.9706149999999999,0.004164090536960058
0.9939799331103679,0.969065,0.0036001249978299303
1.0270903010033445,0.9602999999999999,0.007729052335183134
1.0602006688963213,0.9569050000000001,0.0034152745131247582
1.0933110367892978,0.954705,0.005775517292849178
1.1264214046822745,0.95014,0.007428603502678039
1.159531772575251,0.9427700000000001,0.005398481267912308
1.1926421404682275,0.939135,0.008209576724776999
1.2257525083612042,0.9353999999999999,0.008614159854565038
1.2588628762541807,0.932615,0.006508025814331043
1.2919732441471574,0.926825,0.004508048358214437
1.325083612040134,0.9185000000000001,0.005995164718337647
1.3581939799331104,0.91569,0.006153466502712094
1.3913043478260871,0.91067,0.006011185407222078
1.4244147157190636,0.90403,0.003907953428586358
1.4575250836120404,0.894785,0.006787315375021305
1.4906354515050169,0.896865,0.012249148950029147
1.5237458193979934,0.88979,0.008540281025821064
1.55685618729097,0.8816,0.00905291389553658
1.5899665551839466,0.883845,0.010334304524253159
1.6230769230769233,0.87181,0.012761255815945373
1.6561872909698998,0.8587950000000001,0.01020820013518542
1.6892976588628765,0.849225,0.007872817157790401
1.722408026755853,0.8445500000000001,0.011025833301841578
1.7555183946488295,0.8396650000000001,0.013186570820346022
1.7886287625418062,0.8339400000000001,0.013900194243247139
1.8217391304347827,0.82093,0.017765137207463446
1.8548494983277595,0.82616,0.01186508112066661
1.887959866220736,0.808535,0.015645363530452084
1.9210702341137125,0.787295,0.005943702549758065
1.9541806020066892,0.792,0.013004768356260668
1.9872909698996657,0.786995,0.01467234132645503
2.0204013377926424,0.791925,0.01475732868780799
2.0535117056856187,0.76519,0.021737557360476396
2.0866220735785954,0.768005,0.00950550366892775
2.119732441471572,0.751085,0.01977525347498732
2.152842809364549,0.7547149999999999,0.010578227639826954
2.185953177257525,0.75198,0.00946635357463471
2.219063545150502,0.740575,0.029498360123911882
2.2521739130434786,0.7292400000000001,0.0060101705466650435
2.285284280936455,0.72911,0.013356895223067392
2.3183946488294316,0.70508,0.015820219657134964
2.3515050167224083,0.6920200000000001,0.012227135805248934
2.384615384615385,0.707875,0.009257064869600961
2.4177257525083613,0.6684349999999999,0.02419772509968653
2.450836120401338,0.6662450000000001,0.015047096065354289
2.4839464882943147,0.6738500000000001,0.015462009895223864
2.517056856187291,0.667405,0.00666026275757948
2.5501672240802677,0.652685,0.02888136769614623
2.5832775919732445,0.661955,0.017808610277054146
2.6163879598662207,0.635435,0.02435399659193541
2.6494983277591975,0.6268149999999999,0.011436527007793943
2.682608695652174,0.6305000000000001,0.022759986818976882
2.715719063545151,0.61392,0.026215355233145284
2.748829431438127,0.61907,0.01830533665355543
2.781939799331104,0.617645,0.025401153517114135
2.8150501672240806,0.60074,0.01677342093909289
2.848160535117057,0.57468,0.023895006800584928
2.8812709030100336,0.570835,0.02813422115502755
2.9143812709030104,0.57144,0.028389159903033416
2.9474916387959866,0.57076,0.020064836156819192
2.9806020066889634,0.571025,0.009485080389748964
3.01371237458194,0.55792,0.02091612655345155
3.046822742474917,0.54935,0.022956464231235617
3.079933110367893,0.544945,0.011522449826317335
3.11304347826087,0.5285650000000001,0.02414910246779371
3.1461538461538465,0.52092,0.02576787437876861
3.179264214046823,0.50096,0.02311164533303506
3.2123745819397995,0.509265,0.021892016809787064
3.2454849498327762,0.47686,0.017055941779919405
3.278595317725753,0.49399000000000004,0.017391043671959427
